context,question,answer
"No 18 Stationary Hospital October 30th 1915Dearest Mother & all at Home,Just a line to let youknow that altho' I am still inHospital, nevertheless I am doingfamously & feeling great, & am verypleased to tell you that the Drhas put my name down for atrip to either England or elsewhere. He wants to try & get me toEngland, but I believe Australians& New Zealanders have somedifficulty in getting past Alexandriaowing to some rivalry betweenthe Australian Authorities & theImperial Authorities, & this maypossibly block me from a nice littletrip to the old Country, neverthelessthe Dr Is doing his best for meto get to England, and both he &the nurse have been telling meof the different places of interestthat I should see, & what bus totake & all that sort of thing, soyou see they are awfully niceto me.  The Dr (Scott) is a youngAmerican & has the real Yankee drawl, & when he comes into ourward of a morning, he looks atme & says ""Waal Sargeant, Ididn't see ye in Piccadilly Circusthis marning"" & things likethat, so I'm a moral for atrip somewhere.  He has justfelt my pulse & said ""Yaasyou're alright for Leister Squarre""Sister Fletcher, in charge ofour Ward, I cannot speak toohighly of; Her efforts & energyare wonderful & untiring.  Sheis, of course, an English girl,as all the nurses & orderliesare; the latter are all menof course & do all the dirtywork",What is this about?,"No 18 Stationary Hospital October 30th 1915Dearest Mother & all at Home,Just a line to let youknow that altho' I am still inHospital, nevertheless I am doingfamously & feeling great, & am verypleased to tell you that the Drhas put my name down for atrip to either England or elsewhere"
"Kind regards to you.  Redburg (Major) looked abit washed out after his first experience in the firingline - but Hamilton, Short, Giles were the sameas ever.  Giles is a fine man about equal to Herbert. I saw most of my old platoon, most belong toother platoons & are wearing stripes.  Hamiltonis not now with C",What is this about?,Kind regards to you
"Am enclosing a photo of myself, it is, I have been told, not a good likeness, but there it is.  We have any amount of lectures on the body etc. , and presently have to pass an examination, if successful the red crosses are issued and also 4d (pennies) per day extra pay.  Leave is only granted once in nine months and then only six days at the most, in some cases only four is given, so I shall not be up yet, but will make a point of course of coming up to Paddington when I do get a chance.  Blackpool is a lovely place and the weather now is grand, although the first fortnight was bitterly cold",What is this about?,"Am enclosing a photo of myself, it is, I have been told, not a good likeness, but there it is"
"1. 1. 1918My dear mother,Lately, it always seems my fate to write youon a wet day - it was Xmas day last time & pouring likefun & now it's New Years Day & doing likewise.  Fortunatelywe had a few fine days between times, but it commencedagain this morning & has been raining fairly well eversince & tomorrow we move camp which is a disgustingthing in wet weather.  Since I last wrote to you we haven'tdone very much, though we moved our line forwarda mile or two in conjunction with a big attack on theright which gave the Turks a bad knock againThey launched an attack on Jerusalem apparentlyjust as we were going to attack them & our attackcaught them in flank while they were throwingthemselves away on our people in their front whogave them beans I believe",What is this about?,1
"2.  3.  1916My dear mother,Since I last wrote you I have changedmy abode as I informed you we were intending todo in my last letter.  We have been so unsettled duringthe change that I have not written before this week &it is now Thursday.  The Censorship here is very strict& we are told not to put the name of the unit on the topof the letter, though I am with the same regiment & ifyou continue to address my letters to that regimentc/o Intermediate Base, Egypt they will always find me,with a little luck! I did quite a lot of shopping beforecoming away as there are always quite a number oflittle things to get before leaving on these jaunts & Igenerally find myself fairly well supplied with thingswhich other people do not possess when we settle down",What is this about?,2
"Jutland The Battle of Jutland (31 May - 1 June 1916) was the largest naval battle of the First World War.  It was the only time that the British and German fleets of 'dreadnought' battleships actually came to blows.  The German High Seas Fleet hoped to weaken the Royal Navy by launching an ambush on the British Grand Fleet in the North Sea.  German Admiral Reinhard Scheer planned to lure out both Admiral Sir David Beattys Battlecruiser Force and Admiral Sir John Jellicoe's Grand Fleet.  Scheer hoped to destroy Beattys force before Jellicoes arrived, but the British were warned by their codebreakers and put both forces to sea early",What is this about?,Jutland The Battle of Jutland (31 May - 1 June 1916) was the largest naval battle of the First World War
"Wed.  Jun.  19, 1918 Weather: Fair, Warm Health: Good Up at 6:00 .  Stiff and sore.  Do not care to go to breakfast",What is this about?,Wed
"Thu.  Jun.  20, 1918 Weather: Warm, Showers Health: Good Hike 12 kilometres to . .",What is this about?,Thu
"April 16, 1918 Left at 2:30 p. m.  for Remy Siding4 to relieve the 103 F.  Amb.  Later came to Westoutre to A",What is this about?,"April 16, 1918 Left at 2:30 p"
"19. 2. 1917My dear mother,Your two welcome letters (one registered &one unregistered of 28. 12. 16 & 4",What is this about?,19
"Sat.  May 25, 1918 Weather: Fair, Warm Health: Good Up at 6:00.  Too late to go to farm house to wash.  Use my canteen for washing and shaving.  Breakfast",What is this about?,Sat
"7.  6.  1916P. SA mailjust to handTwo letters fromyou about Tathra. My dear mother,I am rather late this week in writing asI have been to Cairo again for a trip & had my time so fullyoccupied that I could not write while there",What is this about?,7
"Dearest Mother & Father,I am afraid this isgoing to be rather a rough old letter.  I have come home early and gone to bed, but now that I am in bed I feel like writing a letter.  Things are much as usual in London.  I am still doing my job on Hdqrs week in week out without much variation.  The weekend before last I went down to Bournemouth for a couple of days, the Monday (this Monday)being a public holiday",What is this about?,"Dearest Mother & Father,I am afraid this isgoing to be rather a rough old letter"
"March 27, 1918 Up at 8 a. m.  Can hear big guns in the distance.  Getting ready to move.  Left 5:40 p",What is this about?,"March 27, 1918 Up at 8 a"
"My own darling girl. Very little to tell you from here as we lead a curiouslymonotonous life with little variation but the amount of shootinggoing on.  I was so disappointed when the last mail came in toget a letter in your writing & to find it only contained a wretchedCompany's notice!! I am sure you will have written a letter atthe same time & that it will have miscarried as so many seemto do - though I hope they generally turn up later on.  I have been unableto think of any more from here as I am still so weak in numbers. This is most annoying & indeed serious for while I have had tostand on the defensive the Turks - there are about 20,000 of them,have made entrenchments all round me & I can now only advanceby means of a really big fight & breaking through an entrenchedposition is always a most difficult job",What is this about?,My own darling girl
"Sat.  Jul.  6, 1918 Weather: Fine, Warm Health: Poor F Co.  to make a raid to-night with the aid of French.  E Co",What is this about?,Sat
Addressmy lettersin futureHead QuartersM. E. F. *]H. M,What is this about?,Addressmy lettersin futureHead QuartersM
"12. 1. 1917My dear mother,A mail is expected here ta todayor tomorrow but I have quite a lot to tell youso will start right away.  We have had anotherscrap as you doubtless know & I sent off anothercable today with Smith who went right awayto Port Said & will get it away tomorrow &you should have it on Sunday or Monday.  Isent the last by letter to Mr Bryan in Cairo & havejust received a letter from him saying he sent itoff but it took a week to reach him",What is this about?,12
"15. 10. 1916My dear mother,Just a few linesthis time as conditions are notvery good for writing.  I amattached temporarily to aCamel Corps here which developeda case of infectious disease &I came over from the Ambulancefor a few days to see that theytake proper measures to preventits spread.  I hope to return in2 or 3 days time as I don'tcare much for treating Gippys",What is this about?,15
